CTUID,Total income,  Market income,    Employment income,"      Wages, salaries and commissions",      Net self-employment income,    Investment income,    Private retirement income,    Market income not included elsewhere,  Government transfers,    Old Age Security pension (OAS) and Guaranteed Income Supplement (GIS),      Old Age Security pension (OAS),      Guaranteed Income Supplement (GIS) and spousal allowance,    Canada Pension Plan (CPP) and Québec Pension Plan (QPP) benefits,      CPP/QPP - Retirement benefits,      CPP/QPP - Disability benefits,      CPP/QPP - Survivor benefits,    Employment Insurance (EI) benefits,      EI - Regular benefits,      EI - Other benefits,    Child benefits,      Basic Canada Child Tax Benefit (CCTB),      National Child Benefit Supplement (NCBS),      Universal Child Care Benefit (UCCB),      Provincial and territorial child benefits,    Other government transfers,      Social assistance benefits,      Workers' compensation benefits,      Working income tax benefit (WITB),      Goods and services tax (GST) credit and harmonized sales tax (HST) credit,      Government transfers not included elsewhere,  After-tax income,  Income taxes,    Net federal tax,    Provincial and territorial income taxes
5350576.58,6390,6395,6390,6395,6395,6395,6390,6390,6395,6390,6390,6390,6390,6390,6390,6395,6395,6395,6395,6395,6390,6395,6395,6395,6390,6395,6390,6390,6395,6395,6395,6395,6390,6395
5350576.59,5135,5135,5135,5135,5135,5135,5130,5130,5130,5135,5135,5135,5135,5130,5130,5135,5135,5130,5135,5130,5130,5135,5130,5135,5130,5130,5130,5135,5130,5135,5130,5130,5130,5130
5350576.60,6195,6200,6195,6200,6200,6195,6200,6195,6200,6200,6195,6195,6195,6195,6200,6195,6200,6195,6200,6200,6195,6200,6200,6195,6195,6195,6195,6200,6200,6195,6195,6195,6200,6200
5350576.61,8195,8195,8195,8195,8200,8195,8200,8195,8195,8195,8195,8200,8195,8200,8200,8195,8195,8195,8195,8195,8195,8195,8195,8200,8200,8200,8195,8195,8195,8200,8200,8200,8200,8195
5350576.62,5625,5620,5620,5620,5620,5620,5620,5620,5625,5625,5620,5620,5620,5620,5620,5620,5620,5620,5620,5625,5620,5620,5625,5620,5620,5620,5620,5620,5620,5620,5625,5620,5620,5620
5350576.63,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4715,4710,4710,4715,4715,4710,4710,4710,4710,4710,4715,4715,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710
5350576.64,6850,6855,6855,6855,6855,6855,6850,6855,6855,6850,6850,6855,6850,6850,6850,6850,6855,6855,6855,6850,6855,6850,6855,6850,6855,6850,6850,6850,6850,6855,6855,6850,6855,6855
5350576.65,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790
5350576.66,5055,5055,5060,5055,5055,5055,5060,5055,5060,5055,5060,5055,5060,5060,5060,5055,5055,5060,5055,5060,5060,5055,5055,5055,5055,5060,5060,5060,5060,5060,5055,5060,5060,5060
5350576.67,6225,6220,6225,6225,6225,6225,6220,6225,6225,6225,6225,6225,6220,6225,6225,6225,6220,6225,6225,6225,6225,6220,6225,6225,6225,6225,6225,6225,6225,6220,6225,6225,6220,6225
5350576.68,4210,4210,4210,4210,4210,4215,4210,4210,4210,4210,4210,4210,4210,4210,4215,4210,4210,4210,4210,4210,4210,4210,4210,4210,4210,4210,4215,4210,4215,4210,4210,4215,4210,4210
5350576.69,4460,4460,4460,4465,4460,4460,4460,4460,4460,4460,4460,4465,4460,4465,4460,4465,4460,4460,4460,4465,4460,4460,4460,4465,4460,4460,4460,4460,4460,4460,4460,4460,4465,4460
5350576.70,13970,13970,13975,13975,13975,13975,13975,13975,13975,13975,13970,13970,13975,13975,13975,13975,13975,13975,13975,13975,13975,13970,13970,13975,13975,13975,13975,13970,13970,13975,13970,13970,13975,13975
5350576.71,17605,17610,17605,17605,17610,17610,17605,17610,17605,17605,17605,17610,17610,17610,17605,17605,17610,17610,17610,17605,17605,17605,17605,17605,17605,17605,17610,17610,17605,17605,17605,17610,17605,17605
5350576.72,7485,7480,7485,7485,7480,7480,7485,7480,7480,7485,7485,7480,7480,7485,7485,7480,7480,7485,7485,7485,7480,7485,7485,7485,7480,7480,7485,7485,7485,7485,7485,7485,7485,7485
5350585.02,4750,4755,4750,4750,4750,4750,4755,4750,4750,4750,4750,4755,4750,4750,4750,4750,4755,4750,4755,4755,4755,4755,4750,4755,4750,4750,4750,4750,4750,4750,4750,4755,4750,4750
5350585.03,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395
5350585.05,5765,5770,5770,5765,5770,5765,5770,5765,5770,5770,5770,5765,5770,5770,5765,5765,5770,5765,5765,5765,5765,5765,5770,5765,5770,5770,5770,5770,5765,5765,5770,5765,5770,5770
5350585.07,5770,5765,5770,5770,5770,5770,5770,5770,5770,5770,5770,5770,5770,5765,5770,5770,5770,5770,5765,5770,5765,5765,5770,5770,5770,5770,5770,5765,5770,5770,5770,5770,5770,5770
5350585.08,3195,3195,3195,3195,3195,3195,3195,3195,3195,3195,3195,3195,3195,3195,3195,3195,3195,3195,3195,3195,3195,3195,3195,3195,3195,3195,3195,3195,3195,3195,3195,3195,3195,3195
5350585.09,4780,4780,4780,4780,4780,4780,4780,4780,4780,4780,4780,4780,4780,4780,4780,4780,4780,4780,4780,4780,4780,4780,4780,4780,4780,4780,4780,4780,4780,4780,4780,4780,4780,4780
5350585.10,3220,3215,3215,3215,3215,3220,3215,3220,3215,3215,3215,3215,3215,3215,3220,3215,3215,3215,3220,3220,3215,3215,3215,3215,3220,3215,3215,3215,3215,3215,3215,3215,3220,3215
5350586.01,9800,9800,9800,9800,9800,9800,9800,9800,9795,9795,9800,9800,9795,9795,9795,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9795,9800,9800,9800,9795
5350586.02,2475,2475,2475,2475,2475,2475,2475,2475,2475,2475,2475,2475,2475,2475,2475,2475,2475,2475,2475,2475,2475,2475,2475,2475,2475,2475,2475,2475,2475,2475,2475,2475,2475,2475
5350587.01,5055,5050,5055,5050,5055,5055,5055,5050,5055,5055,5055,5055,5050,5050,5055,5050,5055,5055,5055,5055,5050,5055,5055,5050,5050,5050,5055,5055,5050,5055,5050,5055,5050,5050
5350587.02,4670,4675,4675,4675,4670,4675,4670,4670,4675,4675,4670,4675,4670,4675,4675,4675,4675,4670,4670,4670,4670,4670,4675,4670,4675,4670,4675,4670,4670,4670,4675,4675,4670,4670
5350590.00,4085,4085,4090,4085,4085,4085,4085,4085,4085,4085,4085,4090,4085,4090,4090,4090,4085,4085,4085,4085,4090,4085,4090,4090,4085,4085,4085,4085,4085,4085,4085,4090,4085,4090
5350591.01,4135,4140,4140,4135,4135,4135,4135,4140,4140,4135,4135,4135,4135,4140,4140,4135,4135,4135,4135,4140,4140,4140,4135,4140,4135,4140,4140,4135,4135,4140,4135,4135,4135,4135
5350591.02,3990,3985,3985,3985,3985,3985,3990,3985,3985,3985,3985,3985,3990,3985,3985,3985,3985,3990,3985,3985,3985,3985,3985,3985,3985,3985,3985,3985,3985,3990,3985,3990,3985,3990
5350592.01,5510,5510,5510,5510,5510,5510,5510,5510,5510,5510,5510,5510,5510,5510,5510,5510,5510,5510,5510,5510,5510,5510,5510,5510,5510,5510,5510,5510,5510,5510,5510,5510,5510,5510
5350592.02,5160,5160,5155,5155,5160,5155,5160,5155,5160,5155,5155,5155,5155,5155,5155,5160,5160,5155,5155,5155,5155,5160,5155,5155,5155,5155,5160,5155,5155,5160,5155,5155,5155,5155
5350593.00,7190,7195,7190,7190,7190,7190,7190,7190,7190,7190,7190,7195,7190,7190,7195,7190,7190,7190,7190,7195,7190,7195,7190,7195,7190,7190,7190,7190,7195,7190,7190,7190,7195,7190
5350600.01,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075
5350600.02,5785,5785,5785,5785,5785,5785,5785,5785,5785,5785,5785,5785,5785,5785,5785,5785,5785,5785,5785,5785,5785,5785,5785,5785,5785,5785,5785,5785,5785,5785,5785,5785,5785,5785
5350601.00,3315,3310,3310,3315,3310,3310,3315,3310,3315,3315,3315,3315,3310,3315,3315,3310,3310,3310,3310,3315,3315,3315,3315,3315,3315,3315,3315,3315,3315,3315,3315,3315,3315,3315
5350602.00,3920,3920,3915,3920,3920,3915,3915,3915,3920,3920,3920,3920,3915,3915,3915,3920,3915,3920,3920,3920,3920,3920,3920,3920,3920,3920,3915,3920,3915,3920,3915,3920,3920,3920
5350603.00,4335,4335,4335,4335,4330,4335,4335,4330,4335,4330,4335,4335,4335,4335,4335,4335,4335,4335,4335,4335,4335,4335,4335,4335,4335,4335,4335,4335,4335,4335,4335,4335,4335,4335
5350604.00,2020,2020,2025,2025,2020,2020,2025,2020,2020,2020,2020,2020,2020,2025,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2025,2020,2020,2025,2020,2020
5350605.00,2130,2125,2130,2125,2125,2125,2130,2125,2130,2125,2130,2130,2130,2125,2125,2125,2125,2130,2125,2125,2130,2125,2130,2125,2125,2130,2125,2125,2125,2130,2125,2130,2130,2130
5350606.00,4350,4345,4345,4345,4345,4345,4345,4345,4345,4345,4350,4345,4345,4345,4350,4350,4350,4345,4345,4345,4350,4345,4345,4345,4345,4345,4345,4350,4345,4350,4345,4345,4345,4350
5350607.00,2490,2495,2490,2495,2490,2495,2490,2490,2490,2495,2495,2490,2495,2490,2495,2490,2490,2490,2490,2490,2490,2495,2495,2490,2495,2495,2490,2495,2490,2490,2490,2495,2495,2490
5350608.00,2140,2140,2140,2140,2135,2140,2135,2140,2140,2140,2135,2135,2140,2135,2140,2135,2140,2140,2135,2140,2140,2140,2140,2140,2135,2140,2140,2140,2140,2140,2140,2140,2140,2135
5350609.00,2255,2255,2255,2255,2255,2255,2255,2255,2255,2255,2255,2255,2255,2255,2255,2255,2255,2255,2255,2255,2255,2255,2255,2255,2255,2255,2255,2255,2255,2255,2255,2255,2255,2255
5350610.02,7015,7020,7020,7020,7020,7020,7015,7015,7020,7015,7020,7020,7020,7020,7020,7020,7015,7020,7020,7020,7020,7020,7020,7020,7020,7015,7020,7020,7015,7020,7015,7015,7020,7020
5350610.03,4170,4165,4165,4170,4170,4170,4170,4170,4165,4165,4165,4170,4170,4170,4170,4170,4170,4170,4165,4170,4165,4170,4170,4165,4165,4165,4165,4170,4170,4170,4165,4170,4170,4165
5350610.04,2675,2680,2680,2680,2680,2675,2680,2680,2680,2680,2680,2680,2675,2680,2680,2680,2680,2680,2675,2680,2680,2680,2675,2680,2680,2680,2680,2680,2680,2680,2680,2680,2680,2680
5350611.00,4120,4120,4120,4120,4120,4120,4120,4120,4115,4120,4120,4120,4120,4115,4120,4120,4120,4120,4120,4120,4115,4120,4120,4120,4120,4120,4120,4120,4120,4120,4115,4120,4115,4120
5350612.01,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
5350612.03,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5070,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075
5350612.05,4790,4790,4790,4785,4785,4790,4785,4785,4785,4785,4790,4790,4790,4785,4790,4790,4785,4785,4790,4785,4790,4785,4785,4785,4785,4790,4790,4790,4785,4785,4785,4785,4790,4790
5350612.08,4460,4460,4460,4460,4460,4460,4460,4460,4460,4460,4460,4460,4460,4460,4460,4460,4460,4460,4460,4460,4460,4460,4460,4460,4460,4460,4460,4460,4460,4460,4460,4460,4460,4460
5350612.10,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
5350612.11,4695,4695,4690,4695,4690,4695,4695,4695,4690,4695,4695,4695,4695,4695,4695,4695,4695,4695,4695,4690,4695,4695,4690,4695,4695,4695,4690,4695,4690,4695,4690,4695,4695,4695
5350612.12,5560,5555,5555,5560,5560,5560,5555,5555,5555,5560,5555,5560,5560,5560,5555,5560,5555,5555,5560,5560,5555,5555,5560,5555,5560,5555,5555,5560,5555,5555,5555,5555,5555,5560
5350612.13,3230,3230,3230,3230,3230,3230,3230,3230,3230,3230,3230,3230,3230,3230,3230,3230,3230,3230,3230,3230,3230,3230,3230,3230,3230,3230,3230,3230,3230,3230,3230,3230,3230,3230
5350612.14,3510,3505,3510,3505,3505,3505,3505,3510,3505,3510,3505,3505,3505,3510,3510,3510,3510,3510,3505,3505,3505,3510,3510,3510,3510,3505,3510,3510,3505,3505,3510,3510,3505,3505
5350612.15,5175,5170,5170,5170,5170,5170,5170,5170,5175,5170,5170,5170,5170,5175,5170,5170,5175,5170,5170,5170,5170,5170,5170,5170,5170,5170,5170,5170,5170,5170,5170,5170,5170,5170
5350612.18,3295,3295,3290,3295,3295,3290,3290,3290,3290,3295,3290,3295,3295,3290,3295,3295,3295,3295,3295,3295,3290,3290,3295,3290,3290,3295,3295,3295,3295,3295,3290,3290,3290,3295
5350612.19,3185,3185,3185,3185,3185,3185,3185,3190,3190,3190,3190,3185,3185,3185,3190,3185,3185,3190,3190,3190,3185,3185,3185,3190,3185,3185,3185,3190,3185,3185,3185,3185,3190,3190
5350612.20,3400,3405,3405,3405,3405,3400,3400,3405,3405,3400,3400,3405,3405,3405,3400,3400,3405,3400,3405,3400,3405,3405,3400,3400,3405,3405,3405,3400,3405,3405,3405,3405,3405,3405
5350612.21,4835,4835,4835,4835,4835,4835,4835,4835,4835,4835,4835,4835,4835,4835,4835,4835,4835,4835,4835,4835,4835,4835,4835,4835,4835,4835,4835,4835,4835,4835,4835,4835,4835,4835
5350612.22,5140,5140,5140,5140,5140,5145,5140,5140,5145,5140,5140,5140,5145,5140,5140,5140,5145,5140,5140,5140,5140,5140,5140,5140,5140,5140,5145,5145,5145,5140,5140,5145,5140,5145
5350612.23,3505,3505,3510,3505,3505,3510,3510,3505,3505,3510,3505,3505,3510,3510,3510,3505,3510,3505,3510,3505,3505,3505,3510,3505,3510,3505,3505,3505,3510,3505,3505,3510,3510,3510
5350612.24,6055,6060,6055,6060,6060,6060,6055,6055,6060,6055,6055,6055,6055,6060,6055,6055,6060,6055,6055,6055,6055,6055,6055,6055,6055,6055,6055,6055,6055,6055,6055,6055,6055,6055
5350612.25,4405,4405,4405,4405,4405,4405,4410,4405,4405,4405,4405,4405,4405,4405,4405,4405,4410,4405,4405,4410,4405,4405,4405,4410,4405,4410,4405,4405,4405,4405,4405,4410,4410,4405
5350612.26,3140,3140,3140,3140,3140,3140,3140,3140,3140,3140,3140,3140,3140,3140,3140,3140,3140,3140,3140,3140,3140,3140,3140,3140,3140,3140,3140,3140,3140,3140,3140,3140,3140,3140
5350612.27,4320,4315,4315,4320,4320,4320,4320,4320,4315,4315,4320,4320,4320,4320,4315,4320,4320,4320,4320,4320,4320,4320,4320,4320,4320,4320,4315,4320,4320,4320,4320,4320,4320,4320
5350613.01,3440,3435,3435,3435,3440,3440,3440,3440,3440,3440,3440,3435,3440,3440,3435,3440,3440,3435,3440,3440,3440,3435,3440,3440,3440,3440,3440,3435,3435,3440,3440,3440,3440,3440
5350613.03,3390,3390,3390,3390,3390,3390,3390,3390,3390,3390,3390,3390,3390,3390,3390,3390,3390,3390,3390,3390,3390,3390,3390,3390,3390,3390,3390,3390,3390,3390,3390,3390,3390,3390
5350613.04,3945,3945,3945,3945,3945,3945,3945,3945,3945,3945,3945,3945,3945,3945,3945,3945,3945,3945,3945,3945,3945,3945,3945,3945,3945,3945,3945,3945,3945,3945,3945,3945,3945,3945
5350614.01,2615,2620,2615,2620,2620,2620,2620,2620,2615,2615,2615,2620,2620,2615,2620,2620,2620,2620,2620,2620,2620,2620,2620,2620,2620,2620,2620,2620,2620,2620,2620,2620,2620,2615
5350614.02,3290,3290,3295,3295,3290,3290,3290,3295,3295,3290,3290,3290,3290,3290,3290,3290,3290,3290,3290,3290,3290,3290,3295,3295,3295,3290,3290,3290,3290,3290,3290,3290,3290,3295
5350615.00,4685,4690,4690,4690,4685,4685,4690,4690,4690,4690,4685,4685,4690,4685,4690,4685,4690,4685,4690,4690,4685,4690,4690,4690,4685,4685,4685,4690,4690,4690,4690,4685,4690,4685
5350620.01,6845,6845,6845,6845,6840,6840,6845,6845,6840,6845,6845,6845,6840,6845,6845,6840,6845,6845,6840,6840,6845,6845,6840,6845,6845,6845,6840,6840,6845,6845,6845,6840,6840,6840
5350620.05,3355,3350,3350,3355,3350,3355,3350,3350,3355,3350,3355,3350,3355,3355,3355,3350,3355,3355,3355,3355,3350,3355,3355,3350,3350,3350,3355,3355,3350,3355,3355,3355,3350,3350
5350620.06,4770,4775,4770,4775,4770,4775,4770,4775,4770,4770,4775,4775,4775,4770,4770,4770,4775,4775,4775,4775,4775,4770,4770,4775,4770,4770,4775,4770,4770,4775,4770,4775,4775,4770
5350620.07,3705,3705,3700,3705,3700,3700,3705,3705,3705,3700,3705,3705,3705,3700,3700,3705,3700,3700,3705,3700,3700,3700,3700,3700,3700,3700,3705,3705,3705,3700,3700,3700,3700,3705
5350620.08,5640,5635,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5635,5640,5640,5635,5640,5640,5640,5640,5635,5635,5635,5640,5635,5640
5350620.09,3735,3735,3735,3735,3735,3735,3735,3730,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3730,3735,3735,3730,3735
5350620.10,8215,8215,8220,8215,8220,8215,8215,8220,8215,8215,8220,8215,8220,8215,8215,8220,8215,8220,8215,8215,8215,8215,8220,8220,8220,8215,8215,8215,8215,8220,8220,8220,8215,8220
5350620.11,8075,8070,8070,8075,8070,8070,8070,8070,8070,8070,8070,8075,8070,8070,8070,8070,8070,8070,8070,8075,8070,8070,8070,8070,8070,8070,8070,8075,8070,8070,8070,8070,8070,8070
5350620.12,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100,12100
5350620.13,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025
5350621.00,4455,4460,4460,4455,4460,4460,4460,4460,4460,4455,4455,4460,4460,4460,4460,4460,4460,4455,4460,4455,4460,4460,4460,4460,4460,4460,4460,4460,4460,4460,4460,4455,4460,4460
5350622.00,4925,4925,4925,4925,4925,4925,4925,4920,4925,4925,4925,4920,4925,4925,4925,4925,4925,4925,4920,4925,4925,4920,4925,4925,4925,4925,4925,4925,4925,4925,4925,4925,4920,4925
5350623.00,3080,3080,3075,3080,3080,3080,3080,3080,3080,3080,3080,3080,3075,3080,3075,3080,3075,3075,3080,3080,3075,3080,3080,3075,3080,3075,3080,3080,3080,3075,3080,3080,3075,3075
5350624.00,4340,4340,4340,4340,4340,4345,4340,4345,4340,4340,4340,4340,4340,4340,4340,4340,4340,4340,4340,4340,4340,4340,4340,4345,4340,4340,4340,4340,4340,4340,4340,4340,4340,4340
5350625.00,350,350,350,355,350,350,355,355,355,350,355,355,350,355,355,355,355,355,355,355,350,350,350,350,350,355,350,350,355,355,355,350,355,355
5350626.00,4945,4945,4945,4945,4945,4945,4945,4950,4945,4945,4945,4945,4945,4945,4945,4945,4945,4945,4945,4950,4945,4945,4950,4945,4945,4945,4945,4950,4950,4950,4945,4945,4945,4945
5350630.00,2790,2790,2785,2790,2785,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2785,2790,2785,2790,2790,2790,2785,2790,2790,2790,2785,2785,2785,2790,2790
5350631.02,3740,3740,3740,3740,3740,3740,3740,3740,3740,3740,3740,3740,3740,3740,3740,3740,3740,3740,3740,3740,3740,3740,3740,3740,3740,3740,3740,3740,3740,3740,3740,3740,3740,3740
5350631.03,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630
5350631.04,4090,4090,4090,4085,4085,4085,4090,4090,4090,4085,4090,4085,4090,4090,4090,4090,4090,4090,4090,4090,4090,4090,4085,4090,4090,4090,4090,4090,4090,4090,4090,4090,4090,4090
5350632.00,3660,3660,3660,3660,3660,3660,3660,3660,3660,3655,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3655,3660,3660,3660,3660,3660,3655,3660,3660,3660,3660
5350633.00,2605,2610,2605,2605,2610,2605,2605,2610,2610,2610,2610,2605,2610,2605,2610,2605,2610,2605,2610,2610,2605,2610,2610,2610,2610,2610,2610,2610,2605,2610,2605,2610,2610,2610
5350634.01,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3485,3485,3485,3490,3490,3485,3485,3490,3485,3485,3490,3485,3490,3490,3490
5350634.02,3150,3155,3155,3155,3155,3155,3155,3155,3155,3155,3155,3155,3150,3155,3150,3155,3155,3150,3155,3150,3155,3155,3155,3155,3155,3155,3150,3150,3155,3150,3155,3155,3155,3155
5350635.00,5100,5095,5100,5095,5100,5095,5095,5095,5095,5100,5100,5095,5100,5095,5095,5100,5095,5095,5095,5100,5095,5100,5100,5095,5100,5095,5095,5095,5100,5100,5095,5095,5100,5100
5350636.00,2420,2420,2420,2420,2420,2420,2415,2415,2420,2420,2420,2420,2420,2420,2420,2420,2420,2420,2420,2420,2420,2420,2415,2420,2420,2420,2420,2420,2420,2420,2420,2420,2420,2415
5350637.00,5690,5685,5685,5685,5685,5685,5685,5685,5685,5685,5690,5690,5685,5685,5685,5690,5685,5685,5685,5685,5685,5690,5685,5685,5685,5685,5685,5685,5685,5690,5685,5685,5685,5685
5350638.00,4865,4860,4860,4865,4865,4865,4860,4860,4865,4860,4865,4865,4860,4860,4860,4860,4860,4865,4860,4860,4860,4860,4860,4860,4860,4860,4860,4865,4860,4865,4860,4865,4860,4865
5350639.00,3550,3550,3550,3545,3550,3545,3545,3545,3545,3550,3545,3545,3545,3545,3550,3545,3550,3545,3550,3545,3550,3545,3545,3550,3550,3545,3545,3545,3550,3545,3545,3550,3545,3545
5350800.01,2680,2685,2680,2685,2685,2685,2685,2680,2685,2680,2680,2685,2685,2685,2685,2685,2685,2685,2680,2685,2680,2685,2685,2685,2680,2685,2680,2680,2685,2685,2685,2685,2680,2680
5350800.02,3870,3865,3865,3870,3870,3865,3870,3870,3865,3865,3865,3865,3870,3870,3870,3865,3865,3865,3870,3870,3865,3870,3870,3865,3865,3865,3870,3865,3870,3865,3870,3870,3870,3870
5350801.01,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020,3020
5350801.02,4915,4920,4920,4920,4920,4915,4915,4915,4920,4915,4920,4920,4920,4920,4920,4920,4920,4915,4920,4920,4915,4920,4920,4915,4920,4920,4915,4915,4920,4920,4920,4920,4920,4915
5350802.01,3205,3210,3205,3205,3210,3210,3210,3210,3210,3210,3210,3205,3210,3205,3210,3210,3210,3205,3205,3210,3205,3210,3205,3205,3210,3205,3210,3205,3205,3210,3210,3210,3205,3210
5350802.02,4640,4640,4635,4640,4640,4640,4635,4640,4635,4635,4640,4640,4640,4640,4640,4640,4635,4635,4640,4640,4640,4640,4640,4640,4635,4640,4640,4640,4640,4635,4640,4635,4640,4635
5350803.03,4550,4550,4550,4550,4550,4550,4550,4550,4550,4550,4550,4550,4550,4550,4550,4550,4550,4550,4550,4550,4550,4550,4550,4550,4550,4550,4550,4550,4550,4550,4550,4550,4550,4550
5350803.04,4815,4815,4815,4820,4820,4815,4815,4815,4820,4820,4820,4820,4820,4815,4815,4815,4820,4820,4820,4815,4820,4815,4815,4820,4820,4815,4815,4820,4815,4820,4820,4820,4820,4820
5350803.05,5485,5480,5485,5480,5480,5485,5485,5480,5480,5480,5485,5485,5480,5480,5480,5480,5485,5480,5480,5480,5480,5480,5480,5485,5480,5480,5480,5480,5480,5480,5480,5480,5480,5480
5350803.06,4630,4630,4630,4635,4635,4635,4635,4635,4635,4630,4635,4635,4630,4630,4630,4630,4635,4635,4635,4635,4635,4630,4635,4635,4630,4635,4630,4635,4635,4635,4635,4635,4630,4635
5350804.01,6115,6115,6115,6115,6110,6115,6115,6110,6115,6115,6115,6110,6110,6110,6115,6115,6115,6110,6110,6115,6115,6110,6115,6110,6110,6110,6110,6110,6115,6110,6115,6115,6115,6110
5350804.05,5580,5580,5580,5585,5585,5580,5580,5585,5580,5580,5585,5585,5580,5580,5580,5585,5580,5580,5580,5585,5580,5585,5585,5580,5585,5580,5585,5585,5585,5580,5585,5585,5580,5580
5350804.06,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600
5350804.07,3170,3170,3170,3165,3165,3170,3165,3165,3165,3165,3165,3165,3170,3165,3170,3170,3170,3165,3165,3170,3170,3165,3170,3165,3170,3170,3165,3170,3165,3170,3170,3170,3170,3170
5350804.08,3130,3130,3130,3125,3130,3125,3125,3130,3130,3130,3125,3125,3130,3125,3125,3130,3125,3130,3130,3130,3125,3125,3125,3125,3130,3125,3130,3125,3130,3130,3130,3125,3125,3125
5350804.10,4345,4345,4345,4345,4345,4345,4345,4345,4345,4345,4345,4345,4345,4345,4345,4345,4345,4345,4345,4345,4345,4345,4345,4345,4345,4345,4345,4345,4345,4345,4345,4345,4345,4345
5350804.11,4555,4550,4550,4555,4550,4555,4555,4550,4555,4550,4555,4555,4550,4555,4555,4555,4555,4555,4555,4555,4555,4550,4550,4550,4555,4550,4550,4555,4555,4550,4555,4550,4555,4550
5350804.12,5120,5125,5125,5120,5125,5120,5125,5125,5125,5125,5120,5125,5120,5120,5125,5120,5120,5120,5125,5125,5125,5120,5125,5125,5125,5125,5125,5125,5125,5125,5120,5125,5120,5125
5350804.13,4140,4140,4140,4140,4140,4140,4140,4140,4140,4140,4140,4140,4140,4140,4140,4140,4140,4140,4140,4140,4140,4140,4140,4140,4140,4140,4140,4140,4140,4140,4140,4140,4140,4140
5350805.04,5440,5440,5440,5440,5440,5440,5440,5440,5440,5445,5440,5445,5440,5440,5445,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5440,5445,5440,5445,5440,5440
5350805.06,4800,4800,4800,4800,4795,4800,4800,4800,4795,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4795,4795,4800,4795,4800,4800,4800,4800,4800
5350805.09,4620,4625,4625,4620,4625,4625,4625,4620,4625,4620,4625,4625,4625,4625,4625,4620,4620,4625,4620,4625,4620,4620,4620,4625,4620,4625,4625,4620,4625,4625,4620,4620,4620,4625
5350805.10,5340,5340,5335,5340,5340,5340,5340,5340,5335,5340,5340,5340,5340,5340,5340,5340,5340,5340,5340,5340,5340,5340,5340,5340,5335,5340,5340,5340,5340,5340,5335,5340,5340,5340
